# All the main nodes for country
#Node ID	Band Title	Link
998	The Black Lillies	/wiki/The_Black_Lillies
999	Black Tie (band)	/wiki/Black_Tie_(band)
1000	Blackberry Smoke	/wiki/Blackberry_Smoke
1001	BlackHawk	/wiki/BlackHawk
1002	Jason Blaine	/wiki/Jason_Blaine
1003	Blake & Brian	/wiki/Blake_%26_Brian
1004	Norman Blake (American musician)	/wiki/Norman_Blake_(American_musician)
1005	Clay Blaker	/wiki/Clay_Blaker
1006	Ron Block	/wiki/Ron_Block
1007	Blue County (music group)	/wiki/Blue_County_(music_group)
1008	Blue Highway	/wiki/Blue_Highway
1009	The Blue Moon Boys	/wiki/The_Blue_Moon_Boys
1010	Blue Rodeo	/wiki/Blue_Rodeo
1011	James Blundell (singer)	/wiki/James_Blundell_(singer)
1012	Douwe Bob	/wiki/Douwe_Bob
1013	Suzy Bogguss	/wiki/Suzy_Bogguss
1014	Jason Boland & the Stragglers	/wiki/Jason_Boland_%26_the_Stragglers
1015	Bomshel	/wiki/Bomshel
1016	James Bonamy	/wiki/James_Bonamy
1017	Johnny Bond	/wiki/Johnny_Bond
1018	The Boom Chucka Boys	/wiki/The_Boom_Chucka_Boys
1019	Debby Boone	/wiki/Debby_Boone
1020	Larry Boone	/wiki/Larry_Boone
1021	Pat Boone	/wiki/Pat_Boone
1022	Tony Booth (musician)	/wiki/Tony_Booth_(musician)
1023	Clare Bowen	/wiki/Clare_Bowen
1024	Wade Bowen	/wiki/Wade_Bowen
1025	Ash Bowers	/wiki/Ash_Bowers
1026	Crystal Bowersox	/wiki/Crystal_Bowersox
1027	Margie Bowes	/wiki/Margie_Bowes
1028	Boxcar Willie	/wiki/Boxcar_Willie
1029	The Boxmasters	/wiki/The_Boxmasters
1030	Boy Howdy (band)	/wiki/Boy_Howdy_(band)
1031	Bill 'Cowboy Rambler' Boyd	/wiki/Bill_%27Cowboy_Rambler%27_Boyd
1032	Craig Wayne Boyd	/wiki/Craig_Wayne_Boyd
1033	BR549	/wiki/BR549
1034	Danielle Bradbery	/wiki/Danielle_Bradbery
1035	Dale Ann Bradley	/wiki/Dale_Ann_Bradley
1036	Michelle Branch	/wiki/Michelle_Branch
1037	Adam Brand (musician)	/wiki/Adam_Brand_(musician)
1038	Paul Brandt	/wiki/Paul_Brandt
1039	Kippi Brannon	/wiki/Kippi_Brannon
1040	Lee Brice	/wiki/Lee_Brice
1041	Jeff Bridges	/wiki/Jeff_Bridges
1042	Logan Brill	/wiki/Logan_Brill
1043	Catherine Britt	/wiki/Catherine_Britt
1044	Elton Britt	/wiki/Elton_Britt
1045	Connie Britton	/wiki/Connie_Britton
1046	Chad Brock	/wiki/Chad_Brock
1047	Dean Brody	/wiki/Dean_Brody
1048	Lane Brody	/wiki/Lane_Brody
1049	Lisa Brokop	/wiki/Lisa_Brokop
1050	Garth Brooks	/wiki/Garth_Brooks
1051	Karen Brooks	/wiki/Karen_Brooks
1052	Kix Brooks	/wiki/Kix_Brooks
1053	Brooks & Dunn	/wiki/Brooks_%26_Dunn
1054	The Bros. Landreth	/wiki/The_Bros._Landreth
1055	Brothers Osborne	/wiki/Brothers_Osborne
1056	Brother Phelps	/wiki/Brother_Phelps
1057	Brown & Gray	/wiki/Brown_%26_Gray
1058	Buddy Brown (musician)	/wiki/Buddy_Brown_(musician)
1059	Cooter Brown (singer)	/wiki/Cooter_Brown_(singer)
1060	Jim Ed Brown	/wiki/Jim_Ed_Brown
1061	Junior Brown	/wiki/Junior_Brown
1062	Kane Brown	/wiki/Kane_Brown
1063	Marty Brown (singer)	/wiki/Marty_Brown_(singer)
1064	Roger Brown (songwriter)	/wiki/Roger_Brown_(songwriter)
1065	Shannon Brown (singer)	/wiki/Shannon_Brown_(singer)
1066	T. Graham Brown	/wiki/T._Graham_Brown
1067	Tracey Brown	/wiki/Tracey_Brown
1068	Jann Browne	/wiki/Jann_Browne
1069	Chad Brownlee	/wiki/Chad_Brownlee
1070	The Browns	/wiki/The_Browns
1071	Ed Bruce	/wiki/Ed_Bruce
1072	Bailey Bryan	/wiki/Bailey_Bryan
1073	Luke Bryan	/wiki/Luke_Bryan
1074	Chase Bryant	/wiki/Chase_Bryant
1075	Felice and Boudleaux Bryant	/wiki/Felice_and_Boudleaux_Bryant
1076	Jimmy Bryant	/wiki/Jimmy_Bryant
1077	Keith Bryant	/wiki/Keith_Bryant
1078	Laura Bryna	/wiki/Laura_Bryna
1079	The Buckaroos	/wiki/The_Buckaroos
1080	The Buffalo Club	/wiki/The_Buffalo_Club
136	Buffalo Springfield	/wiki/Buffalo_Springfield
400	Jimmy Buffett	/wiki/Jimmy_Buffett
1081	Laura Bell Bundy	/wiki/Laura_Bell_Bundy
1082	John Bunzow	/wiki/John_Bunzow
1083	The Burch Sisters	/wiki/The_Burch_Sisters
1084	Sinead Burgess	/wiki/Sinead_Burgess
1085	Wilma Burgess	/wiki/Wilma_Burgess
1086	T Bone Burnett	/wiki/T_Bone_Burnett
1087	Billy Burnette	/wiki/Billy_Burnette
1088	Smiley Burnette	/wiki/Smiley_Burnette
1089	Burnin' Daylight	/wiki/Burnin%27_Daylight
1090	Burns & Poe	/wiki/Burns_%26_Poe
1091	Gary Burr	/wiki/Gary_Burr
1092	Johnny Bush	/wiki/Johnny_Bush
1093	Kristian Bush	/wiki/Kristian_Bush
1094	Sam Bush	/wiki/Sam_Bush
1095	Carl Butler and Pearl	/wiki/Carl_Butler_and_Pearl
1096	Hillous Butrum	/wiki/Hillous_Butrum
1097	Sarah Buxton (singer)	/wiki/Sarah_Buxton_(singer)
1098	Jonathan Byrd (musician)	/wiki/Jonathan_Byrd_(musician)
1099	Tracy Byrd	/wiki/Tracy_Byrd
1100	Cactus Choir (band)	/wiki/Cactus_Choir_(band)
1101	The Cadillac Three	/wiki/The_Cadillac_Three
1102	Chris Cagle	/wiki/Chris_Cagle
1103	Al Caiola	/wiki/Al_Caiola
1104	Caitlin & Will	/wiki/Caitlin_%26_Will
1105	Calamity Jane (band)	/wiki/Calamity_Jane_(band)
1106	JJ Cale	/wiki/JJ_Cale
1107	Cam (singer)	/wiki/Cam_(singer)
1108	Shawn Camp (musician)	/wiki/Shawn_Camp_(musician)
1109	Ashley Campbell (musician)	/wiki/Ashley_Campbell_(musician)
1110	Craig Campbell (singer)	/wiki/Craig_Campbell_(singer)
1111	Glen Campbell	/wiki/Glen_Campbell
1112	Kate Campbell	/wiki/Kate_Campbell
1113	Larry Campbell (musician)	/wiki/Larry_Campbell_(musician)
1114	Stacy Dean Campbell	/wiki/Stacy_Dean_Campbell
1115	Cody Canada	/wiki/Cody_Canada
1116	Melonie Cannon	/wiki/Melonie_Cannon
1117	Laura Cantrell	/wiki/Laura_Cantrell
1118	Canyon (country music band)	/wiki/Canyon_(country_music_band)
1119	George Canyon	/wiki/George_Canyon
1120	Carbon Leaf	/wiki/Carbon_Leaf
1121	Henson Cargill	/wiki/Henson_Cargill
1122	Brandi Carlile	/wiki/Brandi_Carlile
1123	Bill Carlisle	/wiki/Bill_Carlisle
1124	Cliff Carlisle	/wiki/Cliff_Carlisle
1125	Hayes Carll	/wiki/Hayes_Carll
1126	Paulette Carlson	/wiki/Paulette_Carlson
1127	Chris Carmack	/wiki/Chris_Carmack
1128	Carolina Rain	/wiki/Carolina_Rain
1129	Mary Chapin Carpenter	/wiki/Mary_Chapin_Carpenter
1130	Rodney Carrington	/wiki/Rodney_Carrington
1131	Jason Michael Carroll	/wiki/Jason_Michael_Carroll
1132	Jeff Carson	/wiki/Jeff_Carson
1133	Jenny Lou Carson	/wiki/Jenny_Lou_Carson
1134	Fiddlin' John Carson	/wiki/Fiddlin%27_John_Carson
1135	The Carter Family	/wiki/The_Carter_Family
1136	Anita Carter	/wiki/Anita_Carter
1137	A.P. Carter	/wiki/A.P._Carter
1138	Carlene Carter	/wiki/Carlene_Carter
1139	Deana Carter	/wiki/Deana_Carter
1140	Janette Carter	/wiki/Janette_Carter
1141	Maybelle Carter	/wiki/Maybelle_Carter
1142	Sara Carter	/wiki/Sara_Carter
1143	Wilf Carter (musician)	/wiki/Wilf_Carter_(musician)
1144	Caitlin Cary	/wiki/Caitlin_Cary
1145	Carter's Chord	/wiki/Carter%27s_Chord
1146	Lionel Cartwright	/wiki/Lionel_Cartwright
1147	Troy Cartwright	/wiki/Troy_Cartwright
1148	Johnny Carver (musician)	/wiki/Johnny_Carver_(musician)
1149	Neko Case	/wiki/Neko_Case
1150	Bobby Cash (singer)	/wiki/Bobby_Cash_(singer)
1151	John Carter Cash	/wiki/John_Carter_Cash
425	Johnny Cash	/wiki/Johnny_Cash
1152	June Carter Cash	/wiki/June_Carter_Cash
1153	Rosanne Cash	/wiki/Rosanne_Cash
1154	Tommy Cash	/wiki/Tommy_Cash
1155	Troy Cassar-Daley	/wiki/Troy_Cassar-Daley
1156	Jason Cassidy	/wiki/Jason_Cassidy
1157	Bill Chambers (musician)	/wiki/Bill_Chambers_(musician)
1158	Kasey Chambers	/wiki/Kasey_Chambers
1159	Chance (band)	/wiki/Chance_(band)
1160	Jeff Chance	/wiki/Jeff_Chance
1161	Beth Nielsen Chapman	/wiki/Beth_Nielsen_Chapman
1162	Cee Cee Chapman	/wiki/Cee_Cee_Chapman
1163	Donovan Chapman	/wiki/Donovan_Chapman
1164	Marshall Chapman	/wiki/Marshall_Chapman
634	Ray Charles	/wiki/Ray_Charles
1165	Diane Chase	/wiki/Diane_Chase
1166	Will Chase	/wiki/Will_Chase
1167	Chasin' Crazy	/wiki/Chasin%27_Crazy
1168	Kristin Chenoweth	/wiki/Kristin_Chenoweth
1169	Kenny Chesney	/wiki/Kenny_Chesney
1170	Mark Chesnutt	/wiki/Mark_Chesnutt
1171	Tyler Childers	/wiki/Tyler_Childers
1172	Andy Childs	/wiki/Andy_Childs
1173	Chris Buck Band	/wiki/Chris_Buck_Band
1174	The Chuck Wagon Gang	/wiki/The_Chuck_Wagon_Gang
1175	Cindy Church	/wiki/Cindy_Church
1176	Claudia Church	/wiki/Claudia_Church
255	Eric Church	/wiki/Eric_Church
1177	The Civil Wars	/wiki/The_Civil_Wars
1178	Brandy Clark	/wiki/Brandy_Clark
1179	Gene Clark	/wiki/Gene_Clark
1180	Guy Clark	/wiki/Guy_Clark
1181	Jameson Clark (singer)	/wiki/Jameson_Clark_(singer)
1182	Roy Clark	/wiki/Roy_Clark
1183	Terri Clark	/wiki/Terri_Clark
1184	The Clark Family Experience	/wiki/The_Clark_Family_Experience
1185	Kelly Clarkson	/wiki/Kelly_Clarkson
1186	Philip Claypool	/wiki/Philip_Claypool
1187	Jack Clement	/wiki/Jack_Clement
1188	Vassar Clements	/wiki/Vassar_Clements
574	Patsy Cline	/wiki/Patsy_Cline
1190	Brent Cobb	/wiki/Brent_Cobb
1191	Anita Cochran	/wiki/Anita_Cochran
240	Eddie Cochran	/wiki/Eddie_Cochran
1192	Hank Cochran	/wiki/Hank_Cochran
1193	Stephen Cochran	/wiki/Stephen_Cochran
1194	Tammy Cochran	/wiki/Tammy_Cochran
1195	David Allan Coe	/wiki/David_Allan_Coe
1196	Kellie Coffey	/wiki/Kellie_Coffey
1197	Cold Creek County	/wiki/Cold_Creek_County
1198	Coldwater Jane	/wiki/Coldwater_Jane
1199	Beccy Cole	/wiki/Beccy_Cole
1200	Mark Collie	/wiki/Mark_Collie
1201	Shirley Collie	/wiki/Shirley_Collie
1202	Brian Collins (1970s singer)	/wiki/Brian_Collins_(1970s_singer)
1203	Jim Collins (singer)	/wiki/Jim_Collins_(singer)
1204	Judy Collins	/wiki/Judy_Collins
1205	Tommy Collins (singer)	/wiki/Tommy_Collins_(singer)
1206	Travis Collins	/wiki/Travis_Collins
1207	Jessi Colter	/wiki/Jessi_Colter
1208	Andrew Combs (musician)	/wiki/Andrew_Combs_(musician)
1209	Luke Combs	/wiki/Luke_Combs
1210	Amie Comeaux	/wiki/Amie_Comeaux
1211	The Common Linnets	/wiki/The_Common_Linnets
1212	Perry Como	/wiki/Perry_Como
1213	Ray Condo	/wiki/Ray_Condo
1214	Confederate Railroad	/wiki/Confederate_Railroad
1215	John Conlee	/wiki/John_Conlee
1216	Earl Thomas Conley	/wiki/Earl_Thomas_Conley
1217	Graeme Connors	/wiki/Graeme_Connors
1218	Stompin' Tom Connors	/wiki/Stompin%27_Tom_Connors
1219	Patricia Conroy	/wiki/Patricia_Conroy
1220	Cooder Graw	/wiki/Cooder_Graw
1221	Ry Cooder	/wiki/Ry_Cooder
1223	David L Cook	/wiki/David_L_Cook
1224	Elizabeth Cook	/wiki/Elizabeth_Cook
1225	Jeff Cook	/wiki/Jeff_Cook
1226	Kristy Lee Cook	/wiki/Kristy_Lee_Cook
1227	Mark Cooke	/wiki/Mark_Cooke
1228	Spade Cooley	/wiki/Spade_Cooley
1229	Rita Coolidge	/wiki/Rita_Coolidge
1230	Lenny Cooper	/wiki/Lenny_Cooper
1231	Stoney Cooper	/wiki/Stoney_Cooper
1232	Wilma Lee Cooper	/wiki/Wilma_Lee_Cooper
1233	John Corbett	/wiki/John_Corbett
1234	Corbin/Hanner	/wiki/Corbin/Hanner
1235	Easton Corbin	/wiki/Easton_Corbin
1236	Dianna Corcoran	/wiki/Dianna_Corcoran
1237	Larry Cordle	/wiki/Larry_Cordle
1238	Helen Cornelius	/wiki/Helen_Cornelius
1239	Joanna Cotten	/wiki/Joanna_Cotten
1240	Brad Cotter	/wiki/Brad_Cotter
1241	Neal Coty	/wiki/Neal_Coty
1242	The Country Gentlemen	/wiki/The_Country_Gentlemen
1243	Court Yard Hounds	/wiki/Court_Yard_Hounds
1244	Bucky Covington	/wiki/Bucky_Covington
1245	Cowboy Copas	/wiki/Cowboy_Copas
1246	Cowboy Crush	/wiki/Cowboy_Crush
1247	Cowboy Junkies	/wiki/Cowboy_Junkies
1248	Cowboy Troy	/wiki/Cowboy_Troy
1249	Don Cox	/wiki/Don_Cox
1250	The Cox Family	/wiki/The_Cox_Family
1251	Billy "Crash" Craddock	/wiki/Billy_%22Crash%22_Craddock
1252	Adam Craig (singer-songwriter)	/wiki/Adam_Craig_(singer-songwriter)
1253	Floyd Cramer	/wiki/Floyd_Cramer
1254	Crawford/West	/wiki/Crawford/West
1255	Roger Creager	/wiki/Roger_Creager
186	Creedence Clearwater Revival	/wiki/Creedence_Clearwater_Revival
1256	Melodie Crittenden	/wiki/Melodie_Crittenden
1257	Crooked Still	/wiki/Crooked_Still
1258	Rob Crosby	/wiki/Rob_Crosby
1259	Cross Canadian Ragweed	/wiki/Cross_Canadian_Ragweed
1260	Crossin Dixon	/wiki/Crossin_Dixon
1261	Joel Crouse	/wiki/Joel_Crouse
1262	Sheryl Crow	/wiki/Sheryl_Crow
1263	Rodney Crowell	/wiki/Rodney_Crowell
1264	The Cruzeros	/wiki/The_Cruzeros
1265	Bobbie Cryner	/wiki/Bobbie_Cryner
1266	Jim Cuddy	/wiki/Jim_Cuddy
1267	Chris Cummings	/wiki/Chris_Cummings
1268	Larry Cunningham	/wiki/Larry_Cunningham
1269	Dick Curless	/wiki/Dick_Curless
1270	Billy Currington	/wiki/Billy_Currington
1271	Billy Ray Cyrus	/wiki/Billy_Ray_Cyrus
1272	Miley Cyrus	/wiki/Miley_Cyrus
1273	Dailey & Vincent	/wiki/Dailey_%26_Vincent
1274	Vernon Dalhart	/wiki/Vernon_Dalhart
1275	Amy Dalley	/wiki/Amy_Dalley
1276	Lacy J. Dalton	/wiki/Lacy_J._Dalton
1277	Dan + Shay	/wiki/Dan_%2B_Shay
1278	Dale Daniel	/wiki/Dale_Daniel
1279	Davis Daniel	/wiki/Davis_Daniel
1280	Charlie Daniels	/wiki/Charlie_Daniels
1281	Clint Daniels	/wiki/Clint_Daniels
1282	Leah Daniels	/wiki/Leah_Daniels
1283	Kikki Danielsson	/wiki/Kikki_Danielsson
114	Bobby Darin	/wiki/Bobby_Darin
1284	Helen Darling (singer)	/wiki/Helen_Darling_(singer)
1285	Sarah Darling	/wiki/Sarah_Darling
1286	Johnny Darrell	/wiki/Johnny_Darrell
1287	Dave & Sugar	/wiki/Dave_%26_Sugar
1288	Clay Davidson	/wiki/Clay_Davidson
1289	Dan Davidson	/wiki/Dan_Davidson
1290	Elise Davis	/wiki/Elise_Davis
1291	Gail Davies	/wiki/Gail_Davies
1292	Jimmie Davis	/wiki/Jimmie_Davis
1293	Jon Christopher Davis	/wiki/Jon_Christopher_Davis
1294	Jordan Davis (singer)	/wiki/Jordan_Davis_(singer)
1295	Linda Davis	/wiki/Linda_Davis
1296	Mac Davis	/wiki/Mac_Davis
1297	Paul Davis (singer)	/wiki/Paul_Davis_(singer)
1298	Skeeter Davis	/wiki/Skeeter_Davis
1299	Davisson Brothers Band	/wiki/Davisson_Brothers_Band
1300	Devin Dawson	/wiki/Devin_Dawson
1301	Jennifer Day	/wiki/Jennifer_Day
1302	Jesse Dayton	/wiki/Jesse_Dayton
1303	Star De Azlan	/wiki/Star_De_Azlan
1304	Billy Dean	/wiki/Billy_Dean
1305	Eddie Dean (singer)	/wiki/Eddie_Dean_(singer)
1306	Jimmy Dean	/wiki/Jimmy_Dean
1307	Roxie Dean	/wiki/Roxie_Dean
1308	Jessie James Decker	/wiki/Jessie_James_Decker
1309	Cole Deggs & The Lonesome	/wiki/Cole_Deggs_%26_The_Lonesome
1310	Del McCoury Band	/wiki/Del_McCoury_Band
1311	Diana DeGarmo	/wiki/Diana_DeGarmo
1312	Penny DeHaven	/wiki/Penny_DeHaven
1313	Ilse DeLange	/wiki/Ilse_DeLange
1314	The Delmore Brothers	/wiki/The_Delmore_Brothers
1315	Martin Delray	/wiki/Martin_Delray
1316	Delta Rae	/wiki/Delta_Rae
1317	Iris DeMent	/wiki/Iris_DeMent
1318	Kevin Denney	/wiki/Kevin_Denney
1319	Travis Denning	/wiki/Travis_Denning
1320	Wesley Dennis	/wiki/Wesley_Dennis
413	John Denver	/wiki/John_Denver
1321	The Departed (band)	/wiki/The_Departed_(band)
1322	The Derailers	/wiki/The_Derailers
1323	Daisy Dern	/wiki/Daisy_Dern
1324	The Desert Rose Band	/wiki/The_Desert_Rose_Band
1325	The Devil Makes Three (band)	/wiki/The_Devil_Makes_Three_(band)
1326	Willy DeVille	/wiki/Willy_DeVille
1327	Lew DeWitt	/wiki/Lew_DeWitt
1328	Neil Diamond	/wiki/Neil_Diamond
1329	Diamond Rio	/wiki/Diamond_Rio
1330	Jonny Diaz	/wiki/Jonny_Diaz
1331	Little Jimmy Dickens	/wiki/Little_Jimmy_Dickens
1332	Russell Dickerson	/wiki/Russell_Dickerson
1333	Tyler Dickerson	/wiki/Tyler_Dickerson
1334	Joe Diffie	/wiki/Joe_Diffie
1335	Dean Dillon	/wiki/Dean_Dillon
1336	The Dirt Drifters	/wiki/The_Dirt_Drifters
1337	Dixiana (band)	/wiki/Dixiana_(band)
218	Dixie Chicks	/wiki/Dixie_Chicks
1338	Doc Walker	/wiki/Doc_Walker
1339	Deryl Dodd	/wiki/Deryl_Dodd
1340	Cale Dodds	/wiki/Cale_Dodds
1341	Casey Donahew	/wiki/Casey_Donahew
1342	Amber Dotson	/wiki/Amber_Dotson
1343	Jerry Douglas	/wiki/Jerry_Douglas
1344	Ronnie Dove	/wiki/Ronnie_Dove
1345	Al Downing (musician)	/wiki/Al_Downing_(musician)
1346	Dusty Drake	/wiki/Dusty_Drake
1347	Drew Davis Band	/wiki/Drew_Davis_Band
1348	Jaida Dreyer	/wiki/Jaida_Dreyer
1349	Roy Drusky	/wiki/Roy_Drusky
1350	George Ducas (singer)	/wiki/George_Ducas_(singer)
1351	Dave Dudley	/wiki/Dave_Dudley
1352	Due West (band)	/wiki/Due_West_(band)
1353	Mary Duff	/wiki/Mary_Duff
1354	John Duffey	/wiki/John_Duffey
1355	Johnny Duncan (country singer)	/wiki/Johnny_Duncan_(country_singer)
1356	Whitney Duncan	/wiki/Whitney_Duncan
1357	Clare Dunn	/wiki/Clare_Dunn
1358	Holly Dunn	/wiki/Holly_Dunn
1359	Ronnie Dunn	/wiki/Ronnie_Dunn
1360	Kathy Durkin	/wiki/Kathy_Durkin
1361	Slim Dusty	/wiki/Slim_Dusty
1362	Doyle Dykes	/wiki/Doyle_Dykes
